GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,row_id
3876316,19850101,198501,1985,1985.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GOV,GOVERNMENT,NA,NA,NA,NA,NA,GOV,NA,NA,1,193,193,19,4,-10,2,1,2,0.980392156862745,NA,NA,NA,NA,0,0,0,4,"Illela, Tahoua, Niger",NG,NG06,14.4605,5.2437,-1082133,4,"Sokoto, Sokoto, Nigeria",NI,NI51,13.0609,5.23902,-2026911,20130203,NA,1
3877321,19850101,198501,1985,1985.0027,NGA,NIGERIA,NGA,NA,NA,NA,NA,NA,NA,NA,GOV,GOVERNMENT,NA,NA,NA,NA,NA,GOV,NA,NA,1,193,193,19,4,-10,7,1,7,0.980392156862745,4,"Sokoto, Sokoto, Nigeria",NI,NI51,13.0609,5.23902,-2026911,4,"Illela, Tahoua, Niger",NG,NG06,14.4605,5.2437,-1082133,4,"Sokoto, Sokoto, Nigeria",NI,NI51,13.0609,5.23902,-2026911,20130203,NA,2
3877322,19850101,198501,1985,1985.0027,NGA,NIGERIAN,NGA,NA,NA,NA,NA,NA,NA,NA,MED,SPOKESMAN,NA,NA,NA,NA,NA,MED,NA,NA,1,173,173,17,4,-5,2,1,2,1.01010101010101,4,"Lagos, Lagos, Nigeria",NI,NI05,6.45306,3.39583,-2017355,4,"Accra, Greater Accra, Ghana",GH,GH01,5.55,-0.216667,-2067935,4,"Lagos, Lagos, Nigeria",NI,NI05,6.45306,3.39583,-2017355,20130203,NA,3
3877323,19850101,198501,1985,1985.0027,NGA,NIGERIAN,NGA,NA,NA,NA,NA,NA,NA,NA,MED,SPOKESMAN,NA,NA,NA,NA,NA,MED,NA,NA,1,173,173,17,4,-5,5,1,5,1.01010101010101,4,"Lagos, Lagos, Nigeria",NI,NI05,6.45306,3.39583,-2017355,4,"Accra, Greater Accra, Ghana",GH,GH01,5.55,-0.216667,-2067935,4,"Accra, Greater Accra, Ghana",GH,GH01,5.55,-0.216667,-2067935,20130203,NA,4
3878043,19850102,198501,1985,1985.0055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GNB,GUINEA BISSAU,GNB,NA,NA,NA,NA,NA,NA,NA,1,173,173,17,4,-5,4,1,4,7.52688172043011,NA,NA,NA,NA,0,0,0,0,"Bissau, Bissau, Guinea-Bissau",PU,PU11,11.85,-15.5833,-1488412,0,"Bissau, Bissau, Guinea-Bissau",PU,PU11,11.85,-15.5833,NA,20130203,NA,5
3878890,19850102,198501,1985,1985.0055,LBY,TRIPOLI,LBY,NA,NA,NA,NA,NA,NA,NA,LBN,BEIRUT,LBN,NA,NA,NA,NA,NA,NA,NA,0,192,192,19,4,-9.5,4,1,4,2.65486725663717,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,20130203,NA,6
3878912,19850102,198501,1985,1985.0055,MAR,MOROCCAN,MAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,190,190,19,4,-10,2,1,2,1.96078431372549,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,NA,NA,NA,NA,0,0,0,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,20130203,NA,7
3878913,19850102,198501,1985,1985.0055,MAR,MOROCCO,MAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,190,190,19,4,-10,1,1,1,1.96078431372549,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,NA,NA,NA,NA,0,0,0,1,Morocco,MO,MO,32,-5,0,20130203,NA,8
3878914,19850102,198501,1985,1985.0055,MAR,MOROCCAN,MAR,NA,NA,NA,NA,NA,NA,NA,DZA,ALGERIAN,DZA,NA,NA,NA,NA,NA,NA,NA,1,190,190,19,4,-10,2,1,2,1.96078431372549,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,20130203,NA,9
3878915,19850102,198501,1985,1985.0055,MAR,MOROCCAN,MAR,NA,NA,NA,NA,NA,NA,NA,DZA,ALGERIAN,DZA,NA,NA,NA,NA,NA,NA,NA,1,190,190,19,4,-10,2,1,2,1.96078431372549,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,4,"Madrid, Madrid, Spain",SP,SP29,40.4,-3.68333,-390625,1,Morocco,MO,MO,32,-5,0,20130203,NA,10
3878916,19850102,198501,1985,1985.0055,MAR,MOROCCAN,MAR,NA,NA,NA,NA,NA,NA,NA,DZA,ALGERIAN,DZA,NA,NA,NA,NA,NA,NA,NA,1,190,190,19,4,-10,1,1,1,1.96078431372549,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,1,Morocco,MO,MO,32,-5,0,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,20130203,NA,11
3878917,19850102,198501,1985,1985.0055,MAR,MOROCCAN,MAR,NA,NA,NA,NA,NA,NA,NA,DZA,ALGERIA,DZA,NA,NA,NA,NA,NA,NA,NA,1,190,190,19,4,-10,2,1,2,1.96078431372549,1,Morocco,MO,MO,32,-5,0,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,1,Morocco,MO,MO,32,-5,0,20130203,NA,12
3879168,19850102,198501,1985,1985.0055,REB,GUERRILLA,NA,NA,NA,NA,NA,REB,NA,NA,MAR,MOROCCAN,MAR,NA,NA,NA,NA,NA,NA,NA,1,190,190,19,4,-10,1,1,1,1.96078431372549,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,20130203,NA,13
3879169,19850102,198501,1985,1985.0055,REB,GUERRILLA,NA,NA,NA,NA,NA,REB,NA,NA,MAR,MOROCCAN,MAR,NA,NA,NA,NA,NA,NA,NA,1,190,190,19,4,-10,10,1,10,1.96078431372549,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,1,Morocco,MO,MO,32,-5,0,1,Morocco,MO,MO,32,-5,0,20130203,NA,14
3879170,19850102,198501,1985,1985.0055,REB,GUERRILLA,NA,NA,NA,NA,NA,REB,NA,NA,MAR,MOROCCAN,MAR,NA,NA,NA,NA,NA,NA,NA,1,190,190,19,4,-10,1,1,1,1.96078431372549,1,Morocco,MO,MO,32,-5,0,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,20130203,NA,15
3879745,19850103,198501,1985,1985.0082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAR,MOROCCAN,MAR,NA,NA,NA,NA,NA,NA,NA,0,180,180,18,4,-9,9,1,9,2.46153846153846,NA,NA,NA,NA,0,0,0,4,"Rio De Oro, Oriental, Morocco",MO,MO54,35.2863,-2.93944,-40677,4,"Rio De Oro, Oriental, Morocco",MO,MO54,35.2863,-2.93944,-40677,20130203,NA,16
3879746,19850103,198501,1985,1985.0082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAR,MOROCCAN,MAR,NA,NA,NA,NA,NA,NA,NA,0,180,180,18,4,-9,1,1,1,2.46153846153846,NA,NA,NA,NA,0,0,0,4,"Rio De Oro, Oriental, Morocco",MO,MO54,35.2863,-2.93944,-40677,4,"Dakhla, Laghouat, Algeria",AG,AG25,33.6146,2.45757,-464830,20130203,NA,17
3879747,19850103,198501,1985,1985.0082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAR,MOROCCAN,MAR,NA,NA,NA,NA,NA,NA,NA,0,190,190,19,4,-10,8,1,8,2.46153846153846,NA,NA,NA,NA,0,0,0,4,"Rio De Oro, Oriental, Morocco",MO,MO54,35.2863,-2.93944,-40677,4,"Rio De Oro, Oriental, Morocco",MO,MO54,35.2863,-2.93944,-40677,20130203,NA,18
3880870,19850103,198501,1985,1985.0082,LBN,LEBANON,LBN,NA,NA,NA,NA,NA,NA,NA,LBY,LIBYAN,LBY,NA,NA,NA,NA,NA,NA,NA,1,185,185,18,4,-8,2,1,2,1.6,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,1,Libya,LY,LY,25,17,0,1,Libya,LY,LY,25,17,0,20130203,NA,19
3881225,19850103,198501,1985,1985.0082,REB,GUERRILLA,NA,NA,NA,NA,NA,REB,NA,NA,DZA,ALGERIA,DZA,NA,NA,NA,NA,NA,NA,NA,1,190,190,19,4,-10,2,1,2,2.46153846153846,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,4,"Rio De Oro, Oriental, Morocco",MO,MO54,35.2863,-2.93944,-40677,20130203,NA,20
3882339,19850104,198501,1985,1985.011,GBR,SCOTLAND,GBR,NA,NA,NA,NA,NA,NA,NA,MED,SPOKESMAN,NA,NA,NA,NA,NA,MED,NA,NA,1,173,173,17,4,-5,2,1,2,4.1044776119403,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,20130203,NA,21
3882783,19850104,198501,1985,1985.011,LBY,LIBYA,LBY,NA,NA,NA,NA,NA,NA,NA,GBR,UNITED KINGDOM,GBR,NA,NA,NA,NA,NA,NA,NA,1,173,173,17,4,-5,2,1,2,6.28105039034776,1,Libya,LY,LY,25,17,0,1,Libya,LY,LY,25,17,0,1,Libya,LY,LY,25,17,0,20130203,NA,22
3884766,19850105,198501,1985,1985.0137,MAR,MOROCCAN,MAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,190,190,19,4,-10,4,1,4,2.5,1,Morocco,MO,MO,32,-5,0,NA,NA,NA,NA,0,0,0,1,Morocco,MO,MO,32,-5,0,20130203,NA,23
3885709,19850106,198501,1985,1985.0164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PSE,PALESTINE,PSE,NA,NA,NA,NA,NA,NA,NA,0,190,190,19,4,-10,2,1,2,7.37864077669903,NA,NA,NA,NA,0,0,0,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,20130203,NA,24
3886935,19850106,198501,1985,1985.0164,PSE,PALESTINE,PSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,190,190,19,4,-10,2,1,2,7.37864077669903,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,NA,NA,NA,NA,0,0,0,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,20130203,NA,25
3890914,19850108,198501,1985,1985.0219,LBY,TRIPOLI,LBY,NA,NA,NA,NA,NA,NA,NA,CHRMARCHR,MARONITE,MAR,NA,NA,CHR,CHR,NA,NA,NA,0,183,183,18,4,-10,10,1,10,4.06091370558376,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,20130203,NA,26
