GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,row_id
10531601,19920101,199201,1992,1992.0027,BFA,BURKINA FASO,BFA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,173,173,17,4,-5,4,1,4,2.84090909090909,4,"Ouagadougou, Kadiogo, Burkina Faso",UV,UV53,12.3703,-1.52472,-1721728,NA,NA,NA,NA,0,0,0,4,"Ouagadougou, Kadiogo, Burkina Faso",UV,UV53,12.3703,-1.52472,-1721728,20130203,NA,1
10531957,19920101,199201,1992,1992.0027,GHA,GHANA,GHA,NA,NA,NA,NA,NA,NA,NA,GHAGOV,GHANA,GHA,NA,NA,NA,NA,GOV,NA,NA,1,173,173,17,4,-5,9,1,9,7.14285714285714,4,"Accra, Greater Accra, Ghana",GH,GH01,5.55,-0.216667,-2067935,4,"Accra, Greater Accra, Ghana",GH,GH01,5.55,-0.216667,-2067935,4,"Accra, Greater Accra, Ghana",GH,GH01,5.55,-0.216667,-2067935,20130203,NA,2
10532481,19920101,199201,1992,1992.0027,JUD,LAWYER,NA,NA,NA,NA,NA,JUD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,173,173,17,4,-5,9,1,9,7.98045602605863,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,NA,NA,NA,NA,0,0,0,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,20130203,NA,3
10532588,19920101,199201,1992,1992.0027,LBY,LIBYA,LBY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,174,174,17,4,-5,9,1,9,4.43037974683544,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,NA,NA,NA,NA,0,0,0,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,20130203,NA,4
10532764,19920101,199201,1992,1992.0027,MIL,ARMY,NA,NA,NA,NA,NA,MIL,NA,NA,TCD,NDJAMENA,TCD,NA,NA,NA,NA,NA,NA,NA,1,190,190,19,4,-10,9,1,9,5.06329113924051,4,"Ndjamena, (CD04), Chad",CD,CD04,12.1085,15.0482,-1101785,4,"Ndjamena, (CD04), Chad",CD,CD04,12.1085,15.0482,-1101785,4,"Ndjamena, (CD04), Chad",CD,CD04,12.1085,15.0482,-1101785,20130203,NA,5
10532769,19920101,199201,1992,1992.0027,MLI,MALIAN,MLI,NA,NA,NA,NA,NA,NA,NA,MLIGOV,MALI,MLI,NA,NA,NA,NA,GOV,NA,NA,0,190,190,19,4,-10,1,1,1,6.58307210031348,1,Mali,ML,ML,17,-4,0,1,Mali,ML,ML,17,-4,0,1,Mali,ML,ML,17,-4,0,20130203,NA,6
10532770,19920101,199201,1992,1992.0027,MLI,MALIAN,MLI,NA,NA,NA,NA,NA,NA,NA,MLIGOV,MALI,MLI,NA,NA,NA,NA,GOV,NA,NA,0,190,190,19,4,-10,1,1,1,6.58307210031348,1,Mali,ML,ML,17,-4,0,1,Saudi Arabia,SA,SA,25,45,0,1,Mali,ML,ML,17,-4,0,20130203,NA,7
10532771,19920101,199201,1992,1992.0027,MLIGOV,MALI,MLI,NA,NA,NA,NA,GOV,NA,NA,MLI,MALIAN,MLI,NA,NA,NA,NA,NA,NA,NA,0,190,190,19,4,-10,1,1,1,6.58307210031348,1,Mali,ML,ML,17,-4,0,1,Mali,ML,ML,17,-4,0,1,Mali,ML,ML,17,-4,0,20130203,NA,8
10532772,19920101,199201,1992,1992.0027,MLIGOV,MALI,MLI,NA,NA,NA,NA,GOV,NA,NA,MLI,MALIAN,MLI,NA,NA,NA,NA,NA,NA,NA,0,190,190,19,4,-10,1,1,1,6.58307210031348,1,Saudi Arabia,SA,SA,25,45,0,1,Mali,ML,ML,17,-4,0,1,Mali,ML,ML,17,-4,0,20130203,NA,9
10532820,19920101,199201,1992,1992.0027,MRT,MAURITANIAN,MRT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,173,173,17,4,-5,2,1,2,2.83333333333333,4,"Nouadhibou, Dakhlet Nouadhibou, Mauritania",MR,MR08,20.9002,-17.0336,-1402894,NA,NA,NA,NA,0,0,0,4,"Nouadhibou, Dakhlet Nouadhibou, Mauritania",MR,MR08,20.9002,-17.0336,-1402894,20130203,NA,10
