GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,row_id
15778130,19960101,199601,1996,1996.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVL,CIVILIAN,NA,NA,NA,NA,NA,CVL,NA,NA,0,190,190,19,4,-10,7,1,7,5.02901353965184,NA,NA,NA,NA,0,0,0,4,"Lagos, Lagos, Nigeria",NI,NI05,6.45306,3.39583,-2017355,4,"Lagos, Lagos, Nigeria",NI,NI05,6.45306,3.39583,-2017355,20130203,NA,1
15778131,19960101,199601,1996,1996.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVL,CIVILIAN,NA,NA,NA,NA,NA,CVL,NA,NA,0,190,190,19,4,-10,1,1,1,5.02901353965184,NA,NA,NA,NA,0,0,0,4,"Monrovia, Montserrado, Liberia",LI,LI14,6.31056,-10.8047,-2134012,4,"Lagos, Lagos, Nigeria",NI,NI05,6.45306,3.39583,-2017355,20130203,NA,2
15778132,19960101,199601,1996,1996.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVL,CIVILIAN,NA,NA,NA,NA,NA,CVL,NA,NA,1,190,190,19,4,-10,1,1,1,5.4140127388535,NA,NA,NA,NA,0,0,0,4,"Monrovia, Montserrado, Liberia",LI,LI14,6.31056,-10.8047,-2134012,4,"Tubmanburg, Bomi, Liberia",LI,LI15,6.87083,-10.8172,-2135482,20130203,NA,3
15778133,19960101,199601,1996,1996.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVL,CIVILIAN,NA,NA,NA,NA,NA,CVL,NA,NA,1,190,190,19,4,-10,7,1,7,5.4140127388535,NA,NA,NA,NA,0,0,0,4,"Tubmanburg, Bomi, Liberia",LI,LI15,6.87083,-10.8172,-2135482,4,"Tubmanburg, Bomi, Liberia",LI,LI15,6.87083,-10.8172,-2135482,20130203,NA,4
15778209,19960101,199601,1996,1996.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LBRREB,ULIMO,LBR,NA,NA,NA,NA,REB,NA,NA,0,190,190,19,4,-10,2,1,2,4.69255663430421,NA,NA,NA,NA,0,0,0,4,"Monrovia, Montserrado, Liberia",LI,LI14,6.31056,-10.8047,-2134012,4,"Monrovia, Montserrado, Liberia",LI,LI14,6.31056,-10.8047,-2134012,20130203,NA,5
15778210,19960101,199601,1996,1996.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LBRREB,ULIMO,LBR,NA,NA,NA,NA,REB,NA,NA,0,190,190,19,4,-10,3,1,3,4.69255663430421,NA,NA,NA,NA,0,0,0,4,"Lofa Bridge, Grand Cape Mount, Liberia",LI,LI12,7.07472,-10.8778,57819,4,"Lofa Bridge, Grand Cape Mount, Liberia",LI,LI12,7.07472,-10.8778,57819,20130203,NA,6
15778218,19960101,199601,1996,1996.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NGA,NIGERIA,NGA,NA,NA,NA,NA,NA,NA,NA,1,173,173,17,4,-5,3,1,3,8.51063829787234,NA,NA,NA,NA,0,0,0,4,"Lagos, Lagos, Nigeria",NI,NI05,6.45306,3.39583,-2017355,4,"Lagos, Lagos, Nigeria",NI,NI05,6.45306,3.39583,-2017355,20130203,NA,7
15778234,19960101,199601,1996,1996.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,REB,REBEL,NA,NA,NA,NA,NA,REB,NA,NA,1,190,190,19,4,-10,5,1,5,7.56302521008403,NA,NA,NA,NA,0,0,0,4,"Monrovia, Montserrado, Liberia",LI,LI14,6.31056,-10.8047,-2134012,4,"Monrovia, Montserrado, Liberia",LI,LI14,6.31056,-10.8047,-2134012,20130203,NA,8
15778235,19960101,199601,1996,1996.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,REB,REBEL GROUP,NA,NA,NA,NA,NA,REB,NA,NA,0,190,190,19,4,-10,1,1,1,7.56302521008403,NA,NA,NA,NA,0,0,0,4,"Monrovia, Montserrado, Liberia",LI,LI14,6.31056,-10.8047,-2134012,4,"Tubmanburg, Bomi, Liberia",LI,LI15,6.87083,-10.8172,-2135482,20130203,NA,9
15778236,19960101,199601,1996,1996.0027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,REB,REBEL GROUP,NA,NA,NA,NA,NA,REB,NA,NA,1,190,190,19,4,-10,15,1,15,6.41688522542775,NA,NA,NA,NA,0,0,0,4,"Tubmanburg, Bomi, Liberia",LI,LI15,6.87083,-10.8172,-2135482,4,"Tubmanburg, Bomi, Liberia",LI,LI15,6.87083,-10.8172,-2135482,20130203,NA,10
