GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,row_id
9298162,19910102,199101,1991,1991.0055,CVL,CIVILIAN,NA,NA,NA,NA,NA,CVL,NA,NA,GOV,PRESIDENTIAL PALACE,NA,NA,NA,NA,NA,GOV,NA,NA,0,190,190,19,4,-10,1,1,1,3.3879781420765,4,"Mogadishu, Banaadir, Somalia",SO,SO02,2.06667,45.3667,-3227437,1,Libya,LY,LY,25,17,0,1,Libya,LY,LY,25,17,0,20130203,NA,1
231785586,19910102,199101,1991,1991.0055,FRA,PARIS,FRA,NA,NA,NA,NA,NA,NA,NA,SEN,DAKAR,SEN,NA,NA,NA,NA,NA,NA,NA,1,192,192,19,4,-9.5,8,1,8,0,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,4,"Dakar, Dakar, Senegal",SG,SG01,14.7367,-17.6339,-2266494,20130206,NA,2
9300329,19910103,199101,1991,1991.0082,DZA,ALGERIAN,DZA,NA,NA,NA,NA,NA,NA,NA,TUN,TUNISIA,TUN,NA,NA,NA,NA,NA,NA,NA,1,173,173,17,4,-5,2,1,2,4.49101796407186,1,Iraq,IZ,IZ,33,44,0,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,4,"Algiers, Alger, Algeria",AG,AG01,36.7631,3.05056,-458371,20130203,NA,3
9301789,19910103,199101,1991,1991.0082,OMN,OMANI,OMN,NA,NA,NA,NA,NA,NA,NA,IRQ,IRAQ,IRQ,NA,NA,NA,NA,NA,NA,NA,1,173,173,17,4,-5,2,1,2,4.49101796407186,1,Libya,LY,LY,25,17,0,1,Tunisia,TS,TS,34,9,0,1,Libya,LY,LY,25,17,0,20130203,NA,4
231786057,19910103,199101,1991,1991.0082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EDU,UNIVERSITY,NA,NA,NA,NA,NA,EDU,NA,NA,1,172,172,17,4,-5,1,1,1,0.961538461538462,0,NA,NA,NA,0,0,0,4,"Calabar, Cross River, Nigeria",NI,NI22,4.9517,8.322,-2003575,4,"Calabar, Cross River, Nigeria",NI,NI22,4.9517,8.322,-2003575,20130206,NA,5
231786187,19910103,199101,1991,1991.0082,EDU,STUDENT,NA,NA,NA,NA,NA,EDU,NA,NA,NGA,NIGERIA,NGA,NA,NA,NA,NA,NA,NA,NA,1,172,172,17,4,-5,2,1,2,0.961538461538462,4,"Calabar, Cross River, Nigeria",NI,NI22,4.9517,8.322,-2003575,4,"Calabar, Cross River, Nigeria",NI,NI22,4.9517,8.322,-2003575,4,"Calabar, Cross River, Nigeria",NI,NI22,4.9517,8.322,-2003575,20130206,NA,6
231786188,19910103,199101,1991,1991.0082,EDU,STUDENT,NA,NA,NA,NA,NA,EDU,NA,NA,NGAEDU,NIGERIA,NGA,NA,NA,NA,NA,EDU,NA,NA,1,172,172,17,4,-5,4,1,4,0.961538461538462,4,"Calabar, Cross River, Nigeria",NI,NI22,4.9517,8.322,-2003575,4,"Calabar, Cross River, Nigeria",NI,NI22,4.9517,8.322,-2003575,4,"Calabar, Cross River, Nigeria",NI,NI22,4.9517,8.322,-2003575,20130206,NA,7
231786587,19910103,199101,1991,1991.0082,NGA,NIGERIAN,NGA,NA,NA,NA,NA,NA,NA,NA,EDU,UNIVERSITY,NA,NA,NA,NA,NA,EDU,NA,NA,1,172,172,17,4,-5,1,1,1,0.961538461538462,4,"Calabar, Cross River, Nigeria",NI,NI22,4.9517,8.322,-2003575,4,"Calabar, Cross River, Nigeria",NI,NI22,4.9517,8.322,-2003575,4,"Calabar, Cross River, Nigeria",NI,NI22,4.9517,8.322,-2003575,20130206,NA,8
9304202,19910104,199101,1991,1991.011,LBY,TRIPOLI,LBY,NA,NA,NA,NA,NA,NA,NA,BGR,BULGARIA,BGR,NA,NA,NA,NA,NA,NA,NA,1,173,173,17,4,-5,2,1,2,1.40845070422535,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,1,Bulgaria,BU,BU,43,25,0,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,20130203,NA,9
9304203,19910104,199101,1991,1991.011,LBY,TRIPOLI,LBY,NA,NA,NA,NA,NA,NA,NA,BGR,BULGARIA,BGR,NA,NA,NA,NA,NA,NA,NA,1,173,173,17,4,-5,1,1,1,1.40845070422535,1,Bulgaria,BU,BU,43,25,0,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,32.8925,13.18,-3178767,20130203,NA,10
