iteration,0,1,2,3,4,5,6,7
24896,204,321,115,30,7,2,0,0
24897,204,321,115,30,7,2,0,0
24898,204,324,113,27,7,4,0,0
24899,204,320,117,29,7,2,0,0
24900,204,321,117,27,8,1,1,0
24901,204,321,117,27,8,1,1,0
24902,204,321,116,29,7,1,1,0
24903,204,320,118,28,7,1,1,0
24904,204,320,118,28,7,1,1,0
24905,204,321,117,27,8,1,1,0
24906,204,322,115,29,6,2,1,0
24907,204,320,119,26,7,3,0,0
24908,204,321,117,28,5,4,0,0
24909,204,319,121,25,7,3,0,0
24910,204,321,117,28,5,4,0,0
24911,204,320,118,28,6,3,0,0
24912,204,320,118,28,6,3,0,0
24913,204,320,119,26,7,3,0,0
24914,204,321,115,30,7,2,0,0
24915,204,321,117,27,7,3,0,0
24916,204,321,115,30,7,2,0,0
24917,204,321,117,27,8,1,1,0
24918,204,320,117,29,7,2,0,0
24919,204,322,117,26,6,3,1,0
24920,204,322,116,27,6,4,0,0
24921,204,321,117,28,5,4,0,0
24922,204,322,115,28,7,3,0,0
24923,204,321,114,31,8,1,0,0
24924,204,322,116,27,6,4,0,0
24925,204,322,116,28,5,3,1,0
24926,204,322,116,27,7,2,1,0
24927,204,324,112,29,7,2,1,0
24928,204,323,115,27,6,3,1,0
24929,204,323,115,28,5,2,2,0
24930,204,321,118,28,3,4,1,0
24931,204,321,118,26,7,2,1,0
24932,204,320,118,28,6,3,0,0
24933,204,320,117,29,7,2,0,0
24934,204,321,117,27,7,3,0,0
24935,204,321,116,29,6,3,0,0
24936,204,321,117,27,7,3,0,0
24937,204,323,112,31,7,1,1,0
24938,204,324,110,34,3,3,1,0
24939,204,322,115,31,3,2,2,0
24940,204,323,112,32,5,2,1,0
24941,204,323,115,28,5,2,2,0
24942,204,320,117,30,6,1,1,0
24943,204,320,119,26,8,1,1,0
24944,204,322,117,26,7,1,2,0
24945,204,321,117,27,7,3,0,0
24946,204,321,117,26,9,2,0,0
24947,204,320,118,27,8,2,0,0
24948,204,323,112,31,7,1,1,0
24949,204,324,111,31,6,2,1,0
24950,204,320,118,27,8,2,0,0
24951,204,321,116,28,8,2,0,0
24952,204,321,117,27,7,3,0,0
24953,204,323,115,26,8,2,1,0
24954,204,322,116,27,7,2,1,0
24955,204,321,116,29,6,3,0,0
24956,204,320,117,29,7,2,0,0
24957,204,323,115,27,6,3,1,0
24958,204,320,118,27,8,2,0,0
24959,204,321,117,27,7,3,0,0
24960,204,320,118,28,6,3,0,0
24961,204,323,113,29,7,3,0,0
24962,204,324,111,31,6,2,1,0
24963,204,323,114,28,7,2,1,0
24964,204,320,118,27,8,2,0,0
24965,204,321,117,27,7,3,0,0
24966,204,321,117,28,5,4,0,0
24967,204,321,116,29,6,3,0,0
24968,203,323,117,27,6,1,2,0
24969,204,323,115,27,6,3,1,0
24970,204,322,115,29,5,4,0,0
24971,204,320,119,26,7,3,0,0
24972,204,321,118,27,5,3,1,0
24973,204,320,120,25,7,2,1,0
24974,204,320,118,27,9,0,1,0
24975,204,320,118,28,7,1,1,0
24976,204,320,118,28,7,1,1,0
24977,203,320,120,27,7,2,0,0
24978,203,321,120,26,7,0,2,0
24979,204,321,119,25,7,1,2,0
24980,204,320,119,27,6,2,1,0
24981,204,321,117,28,5,4,0,0
24982,204,322,117,25,8,2,1,0
24983,204,320,117,29,7,2,0,0
24984,204,322,115,29,5,4,0,0
24985,204,323,114,27,9,1,1,0
24986,204,320,120,24,8,3,0,0
24987,204,321,119,25,6,3,1,0
24988,204,322,116,27,7,2,1,0
24989,204,322,115,28,7,3,0,0
24990,204,323,113,29,7,3,0,0
24991,204,321,117,27,7,3,0,0
24992,204,322,116,27,6,4,0,0
24993,204,323,113,30,5,4,0,0
24994,204,322,115,28,7,3,0,0
24995,204,322,114,29,8,2,0,0
24996,204,321,116,28,8,2,0,0
24997,204,322,115,28,7,3,0,0
24998,204,323,114,28,7,2,1,0
24999,204,321,115,30,7,2,0,0
25000,204,323,112,31,6,3,0,0
25001,204,323,114,27,8,3,0,0
25002,204,322,114,29,8,2,0,0
25003,204,324,110,32,6,3,0,0
25004,204,324,112,29,7,2,1,0
25005,204,321,115,30,7,2,0,0
25006,204,325,111,28,8,2,1,0
25007,204,323,113,29,8,1,1,0
25008,204,324,110,32,7,1,1,0
25009,204,323,113,29,8,1,1,0
25010,204,323,111,31,9,1,0,0
25011,204,324,111,30,7,3,0,0
25012,204,326,108,32,6,1,2,0
25013,204,322,114,29,8,2,0,0
25014,204,321,114,31,8,1,0,0
25015,204,323,111,32,7,2,0,0
25016,204,324,110,32,6,3,0,0
25017,204,320,116,30,8,1,0,0
25018,204,320,116,30,8,1,0,0
25019,204,323,113,30,6,2,1,0
25020,204,324,112,29,7,2,1,0
25021,204,323,112,31,7,1,1,0
25022,204,323,113,29,8,1,1,0
25023,204,322,114,30,6,3,0,0
25024,204,323,114,28,6,4,0,0
25025,204,322,114,30,6,3,0,0
25026,204,322,114,30,6,3,0,0
25027,204,323,114,28,6,4,0,0
25028,204,322,114,30,6,3,0,0
25029,204,321,115,30,7,2,0,0
25030,204,323,113,29,7,3,0,0
25031,204,325,112,28,6,2,2,0
25032,204,324,112,29,7,2,1,0
25033,204,324,112,29,7,2,1,0
25034,204,325,109,32,6,2,1,0
25035,204,322,115,28,8,1,1,0
25036,204,323,114,28,7,2,1,0
25037,204,322,116,28,5,3,1,0
25038,204,321,118,26,6,4,0,0
25039,204,320,118,28,6,3,0,0
25040,204,320,119,26,7,3,0,0
25041,204,321,117,27,7,3,0,0
25042,204,322,114,30,6,3,0,0
25043,204,321,116,28,8,2,0,0
25044,204,322,114,30,7,1,1,0
25045,204,322,116,27,7,2,1,0
25046,204,324,113,28,6,3,1,0
25047,204,323,113,30,6,2,1,0
25048,204,322,114,30,6,3,0,0
25049,204,323,113,30,5,4,0,0
25050,204,324,112,29,7,2,1,0
25051,204,323,111,32,7,2,0,0
25052,204,324,110,32,6,3,0,0
25053,204,323,112,31,7,1,1,0
25054,204,323,114,28,7,2,1,0
25055,204,322,116,27,7,2,1,0
25056,204,322,115,28,7,3,0,0
25057,204,320,117,29,7,2,0,0
25058,204,320,118,27,8,2,0,0
25059,204,322,115,29,6,2,1,0
25060,204,321,115,30,7,2,0,0
25061,204,321,116,28,8,2,0,0
25062,204,321,115,30,7,2,0,0
25063,204,321,116,28,8,2,0,0
25064,204,321,116,28,8,2,0,0
25065,204,321,116,28,8,2,0,0
25066,204,322,116,27,7,2,1,0
25067,204,322,115,29,6,2,1,0
25068,204,324,111,31,6,2,1,0
25069,204,323,113,30,5,4,0,0
25070,204,323,113,30,5,4,0,0
25071,204,322,116,27,6,4,0,0
25072,204,321,118,26,6,4,0,0
25073,204,320,119,27,5,4,0,0
25074,204,322,116,27,6,4,0,0
25075,204,320,118,28,6,3,0,0
25076,204,321,116,29,6,3,0,0
25077,204,322,114,30,6,3,0,0
25078,204,322,116,27,7,2,1,0
25079,204,321,118,26,6,4,0,0
25080,204,321,117,27,7,3,0,0
25081,204,321,117,27,7,3,0,0
25082,204,322,113,31,7,2,0,0
25083,204,322,114,29,8,2,0,0
25084,204,323,114,28,7,2,1,0
25085,204,321,117,27,8,1,1,0
25086,204,323,112,31,7,1,1,0
25087,204,323,113,30,5,4,0,0
25088,204,322,114,30,6,3,0,0
25089,204,322,116,27,6,4,0,0
25090,204,323,113,30,6,2,1,0
25091,204,323,113,30,6,2,1,0
25092,204,323,114,28,7,2,1,0
25093,204,324,112,29,7,2,1,0
25094,204,322,116,27,6,4,0,0
25095,204,321,116,29,6,3,0,0
25096,204,322,115,28,8,1,1,0
25097,204,325,110,31,5,3,1,0
25098,204,325,111,30,5,2,2,0
25099,204,324,113,28,7,1,2,0
25100,204,323,114,28,7,2,1,0
25101,204,324,111,31,6,2,1,0
25102,204,321,116,29,6,3,0,0
25103,204,322,114,30,6,3,0,0
25104,204,322,113,31,7,2,0,0
25105,204,323,113,29,7,3,0,0
25106,204,321,118,26,7,2,1,0
25107,204,320,119,27,5,4,0,0
25108,204,321,118,27,5,3,1,0
25109,204,319,120,27,7,1,1,0
25110,204,319,120,27,7,1,1,0
25111,204,322,115,29,6,2,1,0
25112,204,322,114,29,8,2,0,0
25113,204,324,112,30,5,3,1,0
25114,204,321,117,27,7,3,0,0
25115,204,321,116,29,6,3,0,0
25116,204,323,112,31,6,3,0,0
25117,204,322,114,30,6,3,0,0
25118,204,322,115,29,5,4,0,0
25119,204,322,115,29,6,2,1,0
25120,204,323,113,30,5,4,0,0
25121,204,320,118,28,6,3,0,0
25122,204,322,116,28,5,3,1,0
25123,204,322,116,28,5,3,1,0
25124,204,320,118,28,7,1,1,0
25125,204,322,116,27,7,2,1,0
25126,204,322,116,27,7,2,1,0
25127,204,321,117,27,8,1,1,0
25128,204,321,119,25,6,3,1,0
25129,204,322,116,28,5,3,1,0
25130,204,323,113,30,6,2,1,0
25131,204,322,115,29,6,2,1,0
25132,204,321,117,27,8,1,1,0
25133,204,320,118,27,8,2,0,0
25134,204,321,117,28,6,2,1,0
25135,204,322,115,29,6,2,1,0
25136,204,320,118,27,8,2,0,0
25137,204,321,117,27,7,3,0,0
25138,204,320,119,26,7,3,0,0
25139,204,320,118,28,6,3,0,0
25140,204,321,118,26,6,4,0,0
25141,204,319,120,26,8,2,0,0
25142,204,319,121,25,7,3,0,0
25143,204,321,118,26,6,4,0,0
25144,204,322,116,26,8,3,0,0
25145,204,321,117,27,8,1,1,0
25146,204,322,115,28,7,3,0,0
25147,204,321,116,29,6,3,0,0
25148,204,322,116,28,5,3,1,0
25149,204,323,115,27,6,3,1,0
25150,204,321,116,29,6,3,0,0
25151,204,321,116,29,6,3,0,0
25152,204,320,119,27,6,2,1,0
25153,204,321,117,28,5,4,0,0
25154,204,322,116,28,5,3,1,0
25155,204,320,119,26,8,1,1,0
25156,204,321,115,31,6,1,1,0
25157,204,322,113,31,7,2,0,0
25158,204,324,112,28,9,1,1,0
25159,204,323,113,29,7,3,0,0
25160,204,323,113,29,7,3,0,0
25161,204,320,117,29,7,2,0,0
25162,204,322,114,30,7,1,1,0
25163,204,322,115,28,8,1,1,0
25164,204,322,113,31,7,2,0,0
25165,204,323,113,29,7,3,0,0
25166,204,325,110,31,5,3,1,0
25167,204,322,114,30,6,3,0,0
25168,204,323,114,27,9,1,1,0
25169,204,322,115,28,8,1,1,0
25170,204,321,116,28,8,2,0,0
25171,204,321,115,30,7,2,0,0
25172,204,321,117,27,8,1,1,0
25173,204,321,116,29,6,3,0,0
25174,204,320,117,29,7,2,0,0
25175,204,321,115,30,8,0,1,0
25176,204,322,114,29,9,0,1,0
25177,204,321,116,29,6,3,0,0
25178,204,321,116,29,6,3,0,0
25179,204,321,116,29,6,3,0,0
25180,204,320,118,28,6,3,0,0
25181,204,321,116,29,6,3,0,0
25182,204,319,118,29,8,1,0,0
25183,204,320,117,28,9,1,0,0
25184,204,320,116,30,8,1,0,0
25185,204,320,118,27,9,0,1,0
25186,204,323,113,30,6,2,1,0
25187,204,323,114,29,6,1,2,0
25188,204,322,116,27,7,2,1,0
25189,204,321,118,26,6,4,0,0
25190,204,324,113,29,5,2,2,0
25191,204,323,113,30,6,2,1,0
25192,204,321,118,26,7,2,1,0
25193,204,322,114,30,6,3,0,0
25194,204,322,114,30,7,1,1,0
25195,204,321,116,28,8,2,0,0
25196,204,322,114,30,6,3,0,0
25197,204,322,117,26,7,1,2,0
25198,204,322,116,28,5,3,1,0
25199,204,321,118,26,7,2,1,0
25200,204,322,115,29,6,2,1,0
25201,204,322,115,29,6,2,1,0
25202,204,323,114,28,7,2,1,0
25203,204,323,112,31,6,3,0,0
25204,204,322,114,30,6,3,0,0
25205,204,321,117,27,7,3,0,0
25206,204,322,114,30,6,3,0,0
25207,204,322,116,27,7,2,1,0
25208,204,321,116,29,6,3,0,0
25209,204,321,116,29,6,3,0,0
25210,204,322,117,26,6,3,1,0
25211,204,321,117,28,5,4,0,0
25212,204,321,117,28,5,4,0,0
25213,204,320,119,26,7,3,0,0
25214,204,320,119,26,7,3,0,0
25215,204,321,117,26,9,2,0,0
25216,204,321,115,30,7,2,0,0
25217,204,322,115,28,7,3,0,0
25218,204,321,116,29,7,1,1,0
25219,204,321,117,28,6,2,1,0
25220,204,322,115,29,6,2,1,0
25221,204,323,114,28,7,2,1,0
25222,204,322,115,28,8,1,1,0
25223,204,322,114,30,6,3,0,0
25224,204,321,117,27,7,3,0,0
25225,204,323,114,28,6,4,0,0
25226,204,322,114,29,8,2,0,0
25227,204,322,115,29,5,4,0,0
25228,204,321,117,27,7,3,0,0
25229,204,322,114,30,6,3,0,0
25230,204,322,116,27,6,4,0,0
25231,204,320,117,29,7,2,0,0
25232,204,320,118,28,6,3,0,0
25233,204,319,119,28,7,2,0,0
25234,204,320,118,28,6,3,0,0
25235,204,319,119,29,5,3,0,0
25236,204,320,119,27,6,2,1,0
25237,204,322,116,29,4,2,2,0
25238,204,322,115,29,6,2,1,0
25239,204,321,116,29,6,3,0,0
25240,204,320,117,30,6,1,1,0
25241,204,319,118,30,6,2,0,0
25242,204,320,118,28,6,3,0,0
25243,204,322,114,31,4,4,0,0
25244,204,320,117,29,7,2,0,0
25245,204,321,116,29,6,3,0,0
25246,204,322,114,31,5,2,1,0
25247,204,320,117,30,6,1,1,0
25248,204,321,115,31,5,3,0,0
25249,204,321,116,30,5,2,1,0
25250,204,322,115,30,4,3,1,0
25251,204,322,116,28,5,3,1,0
25252,204,321,116,30,4,4,0,0
25253,205,322,113,31,4,2,2,0
25254,205,321,116,28,5,2,2,0
25255,205,322,114,28,6,3,1,0
25256,205,316,124,25,6,2,1,0
25257,205,316,122,28,5,3,0,0
25258,205,318,119,29,5,2,1,0
25259,205,317,120,29,5,3,0,0
25260,205,318,120,27,6,2,1,0
25261,205,318,119,29,4,4,0,0
25262,205,319,118,27,7,3,0,0
25263,205,318,118,30,5,3,0,0
25264,205,319,118,28,5,4,0,0
25265,205,320,115,31,4,4,0,0
25266,205,319,116,31,5,3,0,0
25267,205,320,116,29,6,2,1,0
25268,205,318,119,28,6,3,0,0
25269,205,319,117,30,5,2,1,0
25270,205,318,119,29,5,2,1,0
25271,205,318,119,29,4,4,0,0
25272,205,320,117,28,5,3,1,0
25273,205,318,120,28,4,3,1,0
25274,205,317,121,27,6,3,0,0
25275,205,320,116,29,5,4,0,0
25276,205,320,116,29,5,4,0,0
25277,205,319,119,27,5,3,1,0
25278,205,320,116,30,4,3,1,0
25279,205,318,119,28,6,3,0,0
25280,205,318,119,28,6,3,0,0
25281,205,317,121,27,6,3,0,0
25282,205,318,120,27,6,2,1,0
25283,205,318,118,30,5,3,0,0
25284,205,318,119,28,6,3,0,0
25285,205,318,120,27,5,4,0,0
25286,205,318,118,29,7,2,0,0
25287,205,318,118,29,7,2,0,0
25288,205,319,116,31,5,3,0,0
25289,205,317,119,30,6,2,0,0
25290,205,317,120,28,7,2,0,0
25291,205,320,117,29,4,2,2,0
25292,205,319,119,27,5,3,1,0
25293,205,320,117,28,5,3,1,0
25294,205,319,118,29,5,1,2,0
25295,205,318,120,28,4,3,1,0
25296,205,320,117,28,5,3,1,0
25297,205,317,120,29,5,3,0,0
25298,205,317,120,29,5,3,0,0
25299,205,317,120,29,5,3,0,0
25300,205,317,122,26,5,4,0,0
25301,205,319,119,28,3,4,1,0
25302,205,318,121,28,3,2,1,1
25303,205,318,120,28,4,3,1,0
25304,205,317,122,26,6,2,1,0
25305,205,320,116,30,4,3,1,0
25306,205,317,120,28,7,2,0,0
25307,205,318,119,28,6,3,0,0
25308,205,318,119,29,4,4,0,0
25309,205,317,121,27,6,3,0,0
25310,205,318,120,27,5,4,0,0
25311,205,319,118,28,6,2,1,0
25312,205,317,121,28,5,2,1,0
25313,205,315,124,27,5,3,0,0
25314,205,316,123,26,7,1,1,0
25315,205,317,120,29,5,3,0,0
25316,205,318,117,31,6,2,0,0
25317,205,317,120,28,7,2,0,0
25318,205,317,119,30,6,2,0,0
25319,205,319,118,29,5,2,0,1
25320,205,317,122,27,5,2,0,1
25321,205,316,124,25,6,2,1,0
25322,205,319,118,29,4,3,1,0
25323,205,319,117,30,4,4,0,0
25324,205,319,118,27,7,3,0,0
25325,205,318,119,28,6,3,0,0
25326,205,320,116,29,6,2,1,0
25327,205,321,115,29,5,3,1,0
25328,205,321,116,27,6,3,1,0
25329,205,319,118,29,4,3,1,0
25330,205,320,115,31,5,2,1,0
25331,205,320,115,31,5,2,1,0
25332,205,319,116,31,5,3,0,0
25333,205,319,117,29,6,3,0,0
25334,205,320,117,28,5,3,1,0
25335,205,320,115,31,4,4,0,0
25336,205,321,115,28,6,4,0,0
25337,205,319,118,27,7,3,0,0
25338,205,320,115,31,4,4,0,0
25339,205,322,111,33,4,4,0,0
25340,205,319,118,28,5,4,0,0
25341,205,319,118,28,5,4,0,0
25342,205,318,118,29,7,2,0,0
25343,205,321,114,31,4,3,1,0
25344,205,321,114,30,6,2,1,0
25345,205,320,116,28,7,3,0,0
25346,205,321,115,29,5,3,1,0
25347,205,320,115,30,7,1,1,0
25348,205,321,115,28,7,2,1,0
25349,205,319,118,27,7,3,0,0
25350,205,318,117,31,6,2,0,0
25351,205,320,114,32,5,3,0,0
25352,205,320,115,30,6,3,0,0
25353,205,320,116,28,7,3,0,0
25354,205,319,115,32,6,2,0,0
25355,205,319,117,28,8,2,0,0
25356,205,321,115,29,5,3,1,0
25357,205,320,116,29,6,2,1,0
25358,205,320,116,29,6,2,1,0
25359,205,319,118,28,6,2,1,0
25360,205,318,120,28,5,1,2,0
25361,205,320,116,30,4,3,1,0
25362,205,318,118,31,3,4,0,0
25363,205,319,118,29,4,3,1,0
25364,205,319,117,31,3,3,1,0
25365,205,318,120,27,6,2,1,0
25366,205,316,121,29,6,2,0,0
25367,205,317,119,30,6,2,0,0
25368,205,317,119,30,6,2,0,0
25369,205,319,117,29,6,3,0,0
25370,205,318,117,31,7,0,1,0
25371,205,318,118,29,8,0,1,0
25372,205,316,120,30,7,1,0,0
25373,205,317,120,29,6,1,1,0
25374,205,317,119,31,4,3,0,0
25375,205,318,120,28,3,5,0,0
25376,205,319,118,29,4,3,1,0
25377,205,318,119,29,5,2,1,0
25378,205,319,117,29,7,1,1,0
25379,205,318,119,28,6,3,0,0
25380,205,319,116,31,5,3,0,0
25381,205,320,115,31,5,2,1,0
25382,205,319,117,30,5,2,1,0
25383,205,319,117,30,4,4,0,0
25384,205,319,119,27,5,3,1,0
25385,205,317,120,29,5,3,0,0
25386,205,316,122,28,5,3,0,0
25387,205,317,121,28,5,2,1,0
25388,205,315,124,26,7,2,0,0
25389,205,318,119,29,5,2,1,0
25390,205,316,122,28,6,1,1,0
25391,205,317,120,29,5,3,0,0
25392,205,317,120,29,6,1,1,0
25393,205,318,119,29,4,4,0,0
25394,205,317,120,29,5,3,0,0
25395,205,318,120,27,5,4,0,0
25396,205,316,121,29,6,2,0,0
25397,205,319,116,31,6,1,1,0
25398,205,321,114,30,6,2,1,0
25399,205,321,114,30,6,2,1,0
25400,205,318,119,28,6,3,0,0
25401,205,318,119,29,4,4,0,0
25402,205,318,119,28,6,3,0,0
25403,205,317,121,28,5,2,1,0
25404,205,317,120,29,6,1,1,0
25405,205,318,119,29,5,2,1,0
25406,205,317,120,29,6,1,1,0
25407,205,318,119,29,4,4,0,0
25408,205,318,121,26,5,3,1,0
25409,205,319,116,31,5,3,0,0
25410,205,319,116,30,7,2,0,0
25411,205,320,115,31,5,2,1,0
25412,205,319,116,31,5,3,0,0
25413,205,319,118,28,5,4,0,0
25414,205,319,119,27,5,3,1,0
25415,205,319,117,30,5,2,1,0
25416,205,319,118,28,5,4,0,0
25417,205,318,118,30,6,1,1,0
25418,205,317,120,28,7,2,0,0
25419,205,317,120,28,7,2,0,0
25420,205,319,118,28,5,4,0,0
25421,205,318,119,29,5,2,1,0
25422,205,317,120,29,5,3,0,0
25423,205,319,118,29,4,3,1,0
25424,205,317,120,29,5,3,0,0
25425,205,317,120,29,5,3,0,0
25426,205,317,120,28,7,2,0,0
25427,205,319,116,31,5,3,0,0
25428,205,319,116,31,5,3,0,0
25429,205,319,117,29,6,3,0,0
25430,205,320,115,31,4,4,0,0
25431,205,319,117,30,4,4,0,0
25432,205,320,115,31,4,4,0,0
25433,205,320,116,30,4,3,1,0
25434,205,319,117,30,5,2,1,0
25435,205,318,119,28,6,3,0,0
25436,205,320,116,29,6,2,1,0
25437,205,320,116,28,7,3,0,0
25438,205,319,116,31,5,3,0,0
25439,205,320,115,30,6,3,0,0
25440,205,318,117,31,6,2,0,0
25441,205,318,118,30,6,1,1,0
25442,205,317,119,30,6,2,0,0
25443,205,319,117,29,6,3,0,0
25444,205,319,118,28,5,4,0,0
25445,205,317,120,29,5,3,0,0
25446,205,317,120,29,5,3,0,0
25447,205,316,121,29,6,2,0,0
25448,205,317,119,30,6,2,0,0
25449,205,318,119,28,6,3,0,0
25450,205,317,120,29,5,3,0,0
25451,205,317,121,27,6,3,0,0
25452,205,316,122,27,7,2,0,0
25453,205,317,120,29,5,3,0,0
25454,205,317,121,27,6,3,0,0
25455,205,317,121,27,7,1,1,0
25456,205,318,118,29,7,2,0,0
25457,205,317,120,29,5,3,0,0
25458,205,317,121,27,6,3,0,0
25459,205,318,119,28,6,3,0,0
25460,205,317,120,29,5,3,0,0
25461,205,317,120,29,5,3,0,0
25462,205,318,120,27,6,2,1,0
25463,205,317,121,27,7,1,1,0
25464,205,319,117,30,5,2,1,0
25465,205,317,120,29,5,3,0,0
25466,205,317,119,30,6,2,0,0
25467,205,318,118,29,7,2,0,0
25468,205,320,115,30,7,1,1,0
25469,205,320,117,28,5,3,1,0
25470,205,319,117,30,4,4,0,0
25471,205,315,125,25,6,3,0,0
25472,205,316,121,29,6,2,0,0
25473,205,318,118,30,5,3,0,0
25474,205,316,121,29,6,2,0,0
25475,205,316,123,26,6,3,0,0
25476,205,315,123,28,6,2,0,0
25477,205,316,123,26,6,3,0,0
25478,205,316,123,26,7,1,1,0
25479,205,317,122,26,6,2,1,0
25480,205,316,122,27,7,2,0,0
25481,205,317,121,28,4,4,0,0
25482,205,317,119,30,6,2,0,0
25483,205,317,120,29,5,3,0,0
25484,205,318,120,27,6,2,1,0
25485,205,318,118,31,4,2,1,0
25486,205,319,117,30,4,4,0,0
25487,205,319,117,30,5,2,1,0
25488,205,317,119,31,5,1,1,0
25489,205,320,116,30,4,3,1,0
25490,205,320,117,28,5,3,1,0
25491,205,321,115,29,5,3,1,0
25492,205,318,119,29,5,2,1,0
25493,205,318,119,29,5,2,1,0
25494,205,317,120,28,7,2,0,0
25495,205,318,119,28,7,1,1,0
25496,205,319,117,29,7,1,1,0
25497,205,321,114,30,6,2,1,0
25498,205,320,115,30,6,3,0,0
25499,205,319,117,29,6,3,0,0
25500,205,319,117,29,6,3,0,0
25501,205,318,119,28,7,1,1,0
25502,205,319,117,29,6,3,0,0
25503,205,318,118,30,5,3,0,0
25504,205,317,119,30,6,2,0,0
25505,205,318,118,30,6,1,1,0
25506,205,318,120,27,6,2,1,0
25507,205,318,119,29,4,4,0,0
25508,205,320,115,31,4,4,0,0
25509,205,319,117,29,6,3,0,0
25510,205,319,116,31,6,1,1,0
25511,205,320,117,28,5,3,1,0
25512,205,318,118,30,5,3,0,0
25513,205,319,117,30,5,2,1,0
25514,205,319,118,28,6,2,1,0
25515,205,321,115,30,3,4,1,0
25516,205,321,115,30,3,4,1,0
25517,205,320,116,30,4,3,1,0
25518,205,320,116,29,5,4,0,0
25519,205,323,113,29,4,3,2,0
25520,205,322,113,31,3,4,1,0
25521,205,321,115,29,5,3,1,0
25522,205,321,114,31,4,3,1,0
25523,205,322,114,29,4,4,1,0
25524,205,322,113,31,3,4,1,0
25525,205,321,114,31,3,5,0,0
25526,205,318,118,30,5,3,0,0
25527,205,319,116,31,5,3,0,0
25528,205,322,112,32,4,3,1,0
25529,205,320,116,29,5,4,0,0
25530,205,319,117,29,6,3,0,0
25531,205,317,120,28,7,2,0,0
25532,205,318,119,29,4,4,0,0
25533,205,319,116,31,5,3,0,0
25534,205,318,118,29,7,2,0,0
25535,205,318,117,31,6,2,0,0
25536,205,319,116,31,6,1,1,0
25537,205,320,117,28,5,3,1,0
25538,205,322,111,33,5,2,1,0
25539,205,320,116,29,6,2,1,0
25540,205,318,118,30,5,3,0,0
25541,205,319,117,30,4,4,0,0
25542,205,320,115,30,6,3,0,0
25543,205,319,117,29,7,1,1,0
25544,205,318,118,30,5,3,0,0
25545,205,318,119,28,6,3,0,0
25546,205,318,119,28,6,3,0,0
25547,205,319,116,31,5,3,0,0
25548,205,319,117,29,7,1,1,0
25549,205,319,117,29,7,1,1,0
25550,205,318,118,30,5,3,0,0
25551,205,318,119,29,5,2,1,0
25552,205,318,119,29,4,4,0,0
25553,205,319,117,30,5,2,1,0
25554,205,318,119,29,5,2,1,0
25555,205,317,121,27,6,3,0,0
25556,205,318,118,29,7,2,0,0
25557,205,319,116,31,5,3,0,0
25558,205,317,120,28,7,2,0,0
25559,205,321,114,30,6,2,1,0
25560,204,319,119,29,5,3,0,0
25561,204,320,117,31,3,4,0,0
25562,204,317,122,28,6,2,0,0
25563,204,317,122,28,6,2,0,0
25564,204,319,120,28,4,4,0,0
25565,204,320,119,28,4,3,1,0
25566,204,319,119,30,4,2,1,0
25567,204,319,118,31,5,1,1,0
25568,204,320,117,31,4,2,1,0
25569,204,318,121,28,5,3,0,0
25570,204,317,123,27,5,3,0,0
25571,204,319,119,29,6,1,1,0
25572,204,318,120,30,4,3,0,0
25573,204,318,120,30,4,3,0,0
25574,204,317,122,28,6,2,0,0
25575,204,318,121,28,5,3,0,0
25576,204,317,121,30,5,2,0,0
25577,204,319,118,30,6,2,0,0
25578,204,320,116,31,6,2,0,0
25579,204,317,123,27,5,3,0,0
25580,204,318,122,27,5,2,1,0
25581,204,318,121,28,5,3,0,0
25582,204,319,120,28,4,4,0,0
25583,204,319,120,28,5,2,1,0
25584,204,321,116,31,3,3,1,0
25585,204,318,121,29,4,2,1,0
25586,204,318,121,28,5,3,0,0
25587,204,318,121,29,3,4,0,0
25588,204,317,123,28,3,4,0,0
25589,204,317,124,26,4,4,0,0
25590,204,316,124,27,6,2,0,0
25591,204,318,121,29,4,2,1,0
25592,204,320,118,30,3,3,1,0
25593,204,318,120,30,5,1,1,0
25594,204,317,122,29,5,1,1,0
25595,204,317,123,27,6,1,1,0
25596,204,317,123,27,6,1,1,0
25597,204,317,123,27,6,1,1,0
25598,204,319,121,27,4,3,1,0
25599,204,319,120,28,5,2,1,0
25600,204,318,121,29,3,4,0,0
25601,204,318,121,29,4,2,1,0
25602,204,317,124,26,4,4,0,0
25603,204,317,123,27,5,3,0,0
25604,204,318,120,30,4,3,0,0
25605,204,320,117,31,4,2,1,0
25606,204,318,120,30,4,3,0,0
25607,204,318,122,27,5,2,1,0
25608,204,318,122,27,5,2,1,0
25609,204,317,124,26,6,0,2,0
25610,204,316,125,26,6,1,1,0
25611,204,320,118,29,4,4,0,0
25612,204,319,118,31,4,3,0,0
25613,204,319,120,28,5,2,1,0
25614,204,318,121,28,5,3,0,0
25615,204,317,122,29,5,1,1,0
25616,204,316,125,26,5,3,0,0
25617,204,316,125,26,5,3,0,0
25618,204,317,123,27,5,3,0,0
25619,204,317,124,26,4,4,0,0
25620,204,317,123,28,3,4,0,0
25621,204,320,117,31,3,4,0,0
25622,204,320,117,31,3,4,0,0
25623,204,317,122,29,4,3,0,0
25624,204,318,121,29,3,4,0,0
25625,204,317,124,26,4,4,0,0
25626,204,317,123,28,3,4,0,0
25627,204,316,124,28,4,3,0,0
25628,204,316,125,26,5,3,0,0
25629,204,318,122,28,3,3,1,0
25630,204,318,122,27,4,4,0,0
