iteration,0,1,2,3,4,5,6,7
15300,200,323,120,30,4,2,0,0
15301,200,324,120,28,4,3,0,0
15302,200,324,120,27,6,2,0,0
15303,200,328,112,32,5,1,1,0
15304,200,325,117,30,5,2,0,0
15305,200,326,117,28,6,1,1,0
15306,200,324,118,31,4,2,0,0
15307,200,324,119,30,3,3,0,0
15308,200,325,118,29,4,3,0,0
15309,200,326,117,28,5,3,0,0
15310,200,327,117,27,5,1,2,0
15311,200,326,116,30,5,1,1,0
15312,200,327,114,31,4,3,0,0
15313,200,329,111,31,6,1,1,0
15314,200,325,117,30,5,2,0,0
15315,200,325,118,29,5,1,1,0
15316,200,325,118,29,5,1,1,0
15317,200,325,119,27,6,1,1,0
15318,200,324,120,27,6,2,0,0
15319,200,324,119,29,5,2,0,0
15320,200,325,117,30,5,2,0,0
15321,200,324,118,31,4,2,0,0
15322,200,322,124,25,6,2,0,0
15323,200,323,123,26,4,2,1,0
15324,200,323,122,27,4,3,0,0
15325,200,323,122,27,4,3,0,0
15326,200,324,121,27,4,2,1,0
15327,200,324,121,27,4,2,1,0
15328,200,323,122,28,3,2,1,0
15329,200,323,122,27,4,3,0,0
15330,200,323,121,29,3,3,0,0
15331,200,322,122,29,4,2,0,0
15332,200,323,121,28,5,2,0,0
15333,200,326,117,27,7,2,0,0
15334,200,326,117,27,7,2,0,0
15335,200,325,116,31,6,1,0,0
15336,200,325,116,31,6,1,0,0
15337,200,325,116,31,6,1,0,0
15338,200,324,118,30,6,1,0,0
15339,200,323,120,30,4,2,0,0
15340,200,324,118,31,4,2,0,0
15341,200,323,120,30,4,2,0,0
15342,200,325,118,28,6,2,0,0
15343,200,325,116,31,6,1,0,0
15344,200,327,113,32,6,0,1,0
15345,200,324,118,32,3,1,1,0
15346,200,325,117,31,4,1,1,0
15347,200,326,116,30,5,1,1,0
15348,200,328,112,32,5,1,1,0
15349,200,327,115,30,4,2,1,0
15350,200,327,114,31,4,3,0,0
15351,200,327,115,30,4,2,1,0
15352,200,327,113,33,3,3,0,0
15353,200,326,116,29,6,2,0,0
15354,200,327,115,29,6,1,1,0
15355,200,327,115,30,4,2,1,0
15356,200,326,117,29,4,2,1,0
15357,200,326,117,28,6,1,1,0
15358,200,327,115,30,4,2,1,0
15359,200,326,116,30,4,3,0,0
15360,200,325,119,27,5,3,0,0
15361,200,324,119,30,3,3,0,0
15362,200,326,117,28,5,3,0,0
15363,200,326,116,30,4,3,0,0
15364,200,325,119,27,5,3,0,0
15365,200,325,119,27,5,3,0,0
15366,200,325,119,28,4,2,1,0
15367,200,326,117,30,2,3,1,0
15368,200,326,116,30,5,1,1,0
15369,200,326,116,30,5,1,1,0
15370,200,327,113,33,4,1,1,0
15371,200,328,113,30,6,1,1,0
15372,200,327,114,30,6,2,0,0
15373,200,326,115,31,5,2,0,0
15374,200,326,116,30,5,1,1,0
15375,200,325,118,29,5,1,1,0
15376,200,329,111,31,6,1,1,0
15377,200,327,113,33,4,1,1,0
15378,200,325,118,29,4,3,0,0
15379,200,326,116,30,4,3,0,0
15380,200,327,114,31,4,3,0,0
15381,200,326,115,32,3,3,0,0
15382,200,326,118,27,5,2,1,0
15383,200,326,117,29,4,2,1,0
15384,200,326,116,31,3,2,1,0
15385,200,325,116,32,4,2,0,0
15386,200,323,120,30,4,2,0,0
15387,200,323,120,30,4,2,0,0
15388,200,325,119,27,6,1,1,0
15389,200,325,118,29,5,1,1,0
15390,200,326,118,26,7,1,1,0
15391,200,324,119,29,6,0,1,0
15392,200,325,117,29,7,1,0,0
15393,200,324,119,29,5,2,0,0
15394,200,325,117,30,5,2,0,0
15395,200,325,118,29,5,1,1,0
15396,200,325,119,27,6,1,1,0
15397,200,324,119,29,5,2,0,0
15398,200,324,119,29,5,2,0,0
15399,200,323,120,30,4,2,0,0
15400,200,324,121,26,6,1,1,0
15401,200,324,119,28,7,1,0,0
15402,200,323,120,29,6,1,0,0
15403,200,326,116,29,7,0,1,0
15404,200,324,119,28,7,1,0,0
15405,200,324,118,30,6,1,0,0
15406,200,324,120,27,6,2,0,0
15407,200,323,123,26,4,2,1,0
15408,200,324,120,29,3,2,1,0
15409,200,325,119,27,6,1,1,0
15410,200,324,120,27,6,2,0,0
15411,200,325,118,28,6,2,0,0
15412,200,324,119,29,5,2,0,0
15413,200,325,116,32,4,2,0,0
15414,200,327,113,32,5,2,0,0
15415,200,328,111,33,5,2,0,0
15416,200,326,115,31,5,2,0,0
15417,200,325,117,30,5,2,0,0
15418,200,327,114,31,4,3,0,0
15419,200,327,114,31,4,3,0,0
15420,200,327,114,31,4,3,0,0
15421,200,325,118,28,6,2,0,0
15422,200,324,120,28,4,3,0,0
15423,200,323,120,30,4,2,0,0
15424,200,324,119,30,3,3,0,0
15425,200,325,117,30,5,2,0,0
15426,200,325,118,29,4,3,0,0
15427,200,325,117,31,4,1,1,0
15428,200,325,118,28,6,2,0,0
15429,200,326,116,30,5,1,1,0
15430,200,324,120,28,4,3,0,0
15431,200,326,117,29,4,2,1,0
15432,200,324,119,30,3,3,0,0
15433,200,325,117,30,5,2,0,0
15434,200,324,119,29,5,2,0,0
15435,200,325,118,30,3,2,1,0
15436,200,325,118,28,6,2,0,0
15437,200,325,119,28,4,2,1,0
15438,200,326,117,28,6,1,1,0
15439,200,325,117,30,5,2,0,0
15440,200,325,118,29,5,1,1,0
15441,200,323,121,29,3,3,0,0
15442,200,324,119,30,3,3,0,0
15443,200,325,119,27,6,1,1,0
15444,200,323,120,30,4,2,0,0
15445,200,324,120,27,6,2,0,0
15446,200,325,117,30,5,2,0,0
15447,200,324,119,29,5,2,0,0
15448,200,325,118,29,4,3,0,0
15449,200,326,116,31,3,2,1,0
15450,200,324,120,27,6,2,0,0
15451,200,324,120,27,6,2,0,0
15452,200,325,116,32,4,2,0,0
15453,200,326,116,29,6,2,0,0
15454,200,328,114,29,5,2,1,0
15455,200,327,115,29,6,1,1,0
15456,200,327,114,30,6,2,0,0
15457,200,325,116,32,4,2,0,0
15458,200,323,120,30,4,2,0,0
15459,200,323,120,29,6,1,0,0
15460,200,323,120,30,5,0,1,0
15461,200,324,119,29,6,0,1,0
15462,200,324,120,27,7,0,1,0
15463,200,324,119,29,6,0,1,0
15464,200,322,121,30,5,1,0,0
15465,200,323,120,29,6,1,0,0
15466,200,323,120,29,6,1,0,0
15467,200,323,121,29,3,3,0,0
15468,200,321,123,30,3,2,0,0
15469,200,323,120,31,2,3,0,0
15470,200,326,117,29,5,0,2,0
15471,200,323,121,28,6,0,1,0
15472,200,322,122,29,4,2,0,0
15473,200,323,122,27,5,1,1,0
15474,200,323,122,28,3,2,1,0
15475,200,324,119,30,3,3,0,0
15476,200,325,119,27,6,1,1,0
15477,200,324,120,29,3,2,1,0
15478,200,323,121,28,5,2,0,0
15479,200,324,120,28,5,1,1,0
15480,200,324,119,30,4,1,1,0
15481,200,325,119,28,4,2,1,0
15482,200,324,120,28,4,3,0,0
15483,200,324,120,28,4,3,0,0
15484,200,324,120,29,3,2,1,0
15485,200,324,120,28,4,3,0,0
15486,200,324,121,26,5,3,0,0
15487,200,324,119,30,3,3,0,0
15488,200,327,115,30,4,2,1,0
15489,200,326,116,31,3,2,1,0
15490,200,325,118,30,3,2,1,0
15491,200,325,118,30,3,2,1,0
15492,200,328,114,29,5,2,1,0
15493,200,327,115,30,4,2,1,0
15494,200,327,116,28,5,2,1,0
15495,200,324,119,30,3,3,0,0
15496,200,326,117,28,5,3,0,0
15497,200,326,117,28,5,3,0,0
15498,200,325,118,29,5,1,1,0
15499,200,325,117,30,5,2,0,0
15500,200,326,115,31,5,2,0,0
15501,200,324,118,31,4,2,0,0
15502,200,325,116,32,4,2,0,0
15503,200,326,116,29,6,2,0,0
15504,200,325,119,26,7,2,0,0
15505,200,323,122,26,6,2,0,0
15506,200,325,118,29,4,3,0,0
15507,200,325,119,28,4,2,1,0
15508,200,325,119,28,4,2,1,0
15509,200,325,117,30,5,2,0,0
15510,200,325,119,26,7,2,0,0
15511,200,326,117,28,6,1,1,0
15512,200,323,120,30,4,2,0,0
15513,200,324,118,31,4,2,0,0
15514,200,323,120,30,4,2,0,0
15515,200,324,120,27,6,2,0,0
15516,200,324,120,28,5,1,1,0
15517,200,325,119,27,6,1,1,0
15518,200,323,122,27,5,1,1,0
15519,200,322,123,27,5,2,0,0
15520,200,324,119,29,5,2,0,0
15521,200,322,123,27,5,2,0,0
15522,200,325,119,26,7,2,0,0
15523,200,322,122,29,4,2,0,0
15524,200,324,120,28,5,1,1,0
15525,200,324,121,26,6,1,1,0
15526,200,324,120,29,3,2,1,0
15527,200,325,118,29,5,1,1,0
15528,200,324,119,29,5,2,0,0
15529,200,323,123,25,5,3,0,0
15530,200,323,121,29,3,3,0,0
15531,200,323,123,25,5,3,0,0
15532,201,321,124,26,4,2,1,0
15533,201,323,121,27,4,1,2,0
15534,201,322,122,28,3,1,2,0
15535,201,323,119,29,4,3,0,0
15536,201,323,120,27,5,3,0,0
15537,201,322,120,29,5,2,0,0
15538,201,322,121,27,6,2,0,0
15539,201,323,119,30,3,2,1,0
15540,201,325,116,29,6,1,1,0
15541,201,323,119,29,4,3,0,0
15542,201,322,120,29,5,2,0,0
15543,201,322,120,29,5,2,0,0
15544,201,324,118,28,6,1,1,0
15545,201,323,120,28,4,2,1,0
15546,201,323,120,28,4,2,1,0
15547,201,324,118,29,4,2,1,0
15548,201,325,117,28,5,2,1,0
15549,201,323,120,28,4,2,1,0
15550,201,322,122,27,4,2,1,0
15551,201,323,119,30,3,2,1,0
15552,201,324,118,29,4,2,1,0
15553,201,325,117,28,5,2,1,0
15554,201,325,117,29,4,1,2,0
15555,201,324,117,30,5,1,1,0
15556,201,324,118,28,6,1,1,0
15557,201,323,119,28,6,2,0,0
15558,201,322,120,28,7,1,0,0
15559,201,324,116,32,3,3,0,0
15560,201,323,120,28,4,2,1,0
15561,201,323,118,31,3,3,0,0
15562,201,325,116,30,4,2,1,0
15563,200,325,117,31,3,3,0,0
15564,200,324,119,30,4,1,1,0
15565,200,324,119,30,4,1,1,0
15566,200,326,117,28,6,1,1,0
15567,200,325,119,27,6,1,1,0
15568,200,325,118,29,5,1,1,0
15569,200,323,121,28,5,2,0,0
15570,200,325,119,28,4,2,1,0
15571,200,323,120,30,4,2,0,0
15572,200,325,118,28,6,2,0,0
15573,200,325,117,30,5,2,0,0
15574,200,324,119,30,3,3,0,0
15575,200,324,121,26,5,3,0,0
15576,200,323,121,29,3,3,0,0
15577,200,323,121,29,3,3,0,0
15578,200,323,122,27,4,3,0,0
15579,200,322,122,29,4,2,0,0
15580,200,323,122,26,6,2,0,0
15581,201,323,119,28,6,2,0,0
15582,201,322,120,29,5,2,0,0
15583,201,323,119,29,5,1,1,0
15584,201,323,121,26,5,2,1,0
15585,201,325,117,28,5,2,1,0
15586,201,322,120,29,5,2,0,0
15587,201,322,120,29,5,2,0,0
15588,201,323,120,26,7,2,0,0
15589,201,324,117,29,6,2,0,0
15590,201,322,121,27,6,2,0,0
15591,201,323,119,28,6,2,0,0
15592,201,326,116,26,8,1,1,0
15593,201,326,116,26,8,1,1,0
15594,201,327,114,28,6,2,1,0
15595,201,327,114,28,6,2,1,0
15596,201,324,119,26,6,3,0,0
15597,201,322,120,29,5,2,0,0
15598,201,325,115,30,6,2,0,0
15599,201,324,117,29,6,2,0,0
15600,201,325,115,30,6,2,0,0
15601,201,325,116,30,4,2,1,0
15602,201,322,120,30,3,3,0,0
15603,201,323,119,30,2,4,0,0
15604,201,325,115,31,4,3,0,0
15605,201,326,112,34,3,3,0,0
15606,201,325,117,28,5,2,1,0
15607,201,325,114,33,4,1,1,0
15608,201,324,117,29,6,2,0,0
15609,201,324,116,31,5,2,0,0
15610,201,323,119,29,4,3,0,0
15611,201,324,117,30,4,3,0,0
15612,201,324,118,28,5,3,0,0
15613,201,324,117,31,3,2,1,0
15614,201,325,116,30,4,2,1,0
15615,201,325,116,30,4,2,1,0
15616,201,325,114,33,3,3,0,0
15617,201,327,113,30,5,2,1,0
15618,201,325,115,30,6,2,0,0
15619,201,323,117,32,4,2,0,0
15620,201,324,117,29,6,2,0,0
15621,201,324,117,30,5,1,1,0
15622,201,325,116,29,6,1,1,0
15623,201,324,118,29,4,2,1,0
15624,201,323,119,31,1,3,1,0
15625,201,325,116,30,4,2,1,0
15626,201,325,116,30,4,2,1,0
15627,201,324,119,27,5,2,1,0
15628,201,321,122,28,5,2,0,0
15629,201,323,119,29,4,3,0,0
15630,201,325,115,31,4,3,0,0
15631,201,323,118,30,5,2,0,0
15632,201,322,120,29,5,2,0,0
15633,201,323,118,31,4,1,1,0
15634,201,323,118,31,4,1,1,0
15635,201,322,121,27,6,2,0,0
15636,201,323,119,29,4,3,0,0
15637,201,323,120,27,5,3,0,0
15638,201,323,119,28,6,2,0,0
15639,201,322,119,31,4,2,0,0
15640,201,324,117,30,5,1,1,0
15641,201,323,118,31,4,1,1,0
15642,201,323,118,30,5,2,0,0
15643,201,324,118,28,5,3,0,0
15644,201,322,119,31,4,2,0,0
15645,201,324,117,30,4,3,0,0
15646,201,325,116,29,5,3,0,0
15647,201,322,121,28,4,3,0,0
15648,201,322,122,27,4,2,1,0
15649,201,325,117,28,5,2,1,0
15650,201,324,117,30,4,3,0,0
15651,201,324,118,28,5,3,0,0
15652,201,323,120,27,6,1,1,0
15653,201,322,119,31,4,2,0,0
15654,201,321,123,27,5,1,1,0
15655,201,323,119,29,5,1,1,0
15656,201,322,121,27,6,2,0,0
15657,201,323,120,27,6,1,1,0
15658,201,324,118,29,4,2,1,0
15659,201,323,119,30,3,2,1,0
15660,201,326,115,30,4,1,2,0
15661,201,325,117,28,5,2,1,0
15662,201,324,118,29,4,2,1,0
15663,201,324,116,31,5,2,0,0
15664,201,324,118,28,6,1,1,0
15665,201,325,116,29,6,1,1,0
15666,201,324,117,31,3,2,1,0
15667,201,325,117,28,5,2,1,0
15668,201,324,118,28,6,1,1,0
15669,201,325,115,31,5,1,1,0
15670,201,324,117,30,5,1,1,0
15671,201,323,118,31,4,1,1,0
15672,201,324,116,32,4,1,1,0
15673,201,322,120,29,5,2,0,0
15674,201,323,118,31,3,3,0,0
15675,201,322,121,28,4,3,0,0
15676,201,325,117,28,5,2,1,0
15677,201,324,118,29,4,2,1,0
15678,201,324,118,29,4,2,1,0
15679,201,324,117,31,3,2,1,0
15680,201,325,115,31,4,3,0,0
15681,201,325,116,30,4,2,1,0
15682,201,324,116,31,5,2,0,0
15683,201,324,116,31,5,2,0,0
15684,201,324,117,29,6,2,0,0
15685,201,324,116,31,5,2,0,0
15686,201,324,117,29,6,2,0,0
15687,201,323,118,30,5,2,0,0
15688,201,326,113,32,4,3,0,0
15689,201,326,114,30,5,3,0,0
15690,201,326,114,31,4,2,1,0
15691,201,326,114,30,5,3,0,0
15692,201,323,118,30,5,2,0,0
15693,201,324,116,32,4,1,1,0
15694,201,326,115,29,5,2,1,0
15695,201,324,118,29,4,2,1,0
15696,201,324,118,28,5,3,0,0
15697,201,324,118,28,5,3,0,0
15698,201,323,117,32,4,2,0,0
15699,202,322,117,32,4,1,1,0
15700,202,322,118,30,4,3,0,0
15701,202,323,116,31,4,3,0,0
15702,202,322,118,30,4,3,0,0
15703,202,323,116,30,6,2,0,0
15704,202,322,117,32,4,1,1,0
15705,202,324,115,31,4,2,1,0
15706,202,322,117,31,5,2,0,0
15707,202,324,116,29,5,2,1,0
15708,202,323,117,30,4,2,1,0
15709,202,323,117,29,5,3,0,0
15710,202,322,118,30,4,3,0,0
15711,202,323,117,29,5,3,0,0
15712,202,323,117,30,4,2,1,0
15713,202,323,115,32,5,2,0,0
15714,202,323,116,31,5,1,1,0
15715,202,323,116,31,5,1,1,0
15716,202,324,114,32,5,1,1,0
15717,202,323,116,32,3,2,1,0
15718,202,323,116,31,5,1,1,0
15719,202,323,116,31,5,1,1,0
15720,202,323,115,33,4,1,1,0
15721,202,323,115,32,5,2,0,0
15722,202,325,114,30,5,2,1,0
15723,202,326,111,33,4,2,1,0
15724,202,324,115,32,3,1,2,0
15725,202,325,114,29,7,1,1,0
15726,202,324,113,34,4,1,1,0
15727,202,323,115,32,5,2,0,0
15728,202,323,115,32,5,2,0,0
15729,202,325,110,36,4,2,0,0
15730,202,325,114,30,5,2,1,0
15731,202,324,115,31,4,2,1,0
15732,202,324,113,34,3,3,0,0
15733,202,324,115,31,4,2,1,0
15734,202,324,114,33,3,2,1,0
15735,202,322,116,33,4,2,0,0
15736,202,324,113,33,5,2,0,0
15737,202,323,116,32,3,2,1,0
15738,202,321,119,31,4,1,1,0
15739,202,321,121,28,4,2,1,0
15740,202,322,119,29,4,2,1,0
15741,202,324,116,30,4,1,2,0
15742,202,322,117,32,4,1,1,0
15743,202,323,115,32,5,2,0,0
15744,202,323,116,30,6,2,0,0
15745,202,325,113,31,6,1,1,0
15746,202,324,114,31,6,2,0,0
15747,202,324,113,33,5,2,0,0
15748,202,325,111,34,5,2,0,0
15749,202,324,115,29,7,2,0,0
15750,202,324,115,29,8,0,1,0
15751,202,325,112,32,7,0,1,0
15752,202,326,109,36,4,1,1,0
15753,202,323,115,32,5,2,0,0
15754,202,324,115,31,4,2,1,0
15755,202,324,114,31,6,2,0,0
15756,202,325,114,30,5,2,1,0
15757,202,322,117,32,3,3,0,0
15758,202,323,117,30,4,2,1,0
15759,202,322,118,30,4,3,0,0
15760,202,324,113,33,5,2,0,0
15761,202,323,115,32,5,2,0,0
15762,202,323,116,31,4,3,0,0
15763,202,324,115,31,4,2,1,0
15764,202,325,112,33,5,1,1,0
15765,202,324,113,33,5,2,0,0
15766,202,325,112,33,5,1,1,0
15767,202,324,113,34,4,1,1,0
15768,202,325,113,31,6,1,1,0
15769,202,324,114,32,5,1,1,0
15770,202,325,113,32,4,2,1,0
15771,202,325,113,31,5,3,0,0
15772,202,325,113,31,5,3,0,0
15773,202,322,116,33,4,2,0,0
15774,202,322,117,31,5,2,0,0
15775,202,321,120,29,4,3,0,0
15776,202,322,118,30,4,3,0,0
15777,202,322,118,30,4,3,0,0
15778,202,324,114,32,4,3,0,0
15779,202,322,118,31,3,2,1,0
15780,202,322,118,30,4,3,0,0
15781,202,321,120,28,6,2,0,0
15782,202,321,121,28,4,2,1,0
15783,201,324,117,31,3,2,1,0
15784,201,324,117,31,3,2,1,0
15785,201,326,113,33,3,2,1,0
15786,201,324,117,30,4,3,0,0
15787,201,325,114,32,5,2,0,0
15788,201,324,116,32,3,3,0,0
15789,201,325,115,31,4,3,0,0
15790,201,325,116,30,4,2,1,0
15791,201,325,115,31,4,3,0,0
15792,201,325,115,31,4,3,0,0
15793,201,325,116,29,5,3,0,0
15794,201,323,118,31,3,3,0,0
15795,201,326,114,30,5,3,0,0
15796,201,323,120,27,5,3,0,0
15797,201,324,117,30,4,3,0,0
15798,201,322,120,29,5,2,0,0
15799,201,320,121,32,4,1,0,0
15800,201,323,118,30,5,2,0,0
15801,201,321,122,28,5,2,0,0
15802,201,322,121,27,6,2,0,0
15803,201,324,115,34,3,1,1,0
15804,201,324,116,31,5,2,0,0
15805,201,323,119,28,6,2,0,0
15806,201,322,120,28,7,1,0,0
15807,201,324,116,31,6,0,1,0
15808,201,324,117,29,6,2,0,0
15809,201,324,117,30,4,3,0,0
15810,201,324,118,29,4,2,1,0
15811,201,326,115,29,5,2,1,0
15812,201,323,118,30,5,2,0,0
15813,201,326,113,32,5,1,1,0
15814,201,325,116,29,6,1,1,0
15815,201,325,115,30,6,2,0,0
15816,201,324,115,33,4,2,0,0
15817,201,325,116,29,6,1,1,0
15818,201,324,118,28,5,3,0,0
15819,201,325,116,29,5,3,0,0
15820,201,325,114,32,5,2,0,0
15821,201,327,110,35,4,1,1,0
15822,201,326,112,34,4,1,1,0
15823,201,325,113,34,4,2,0,0
15824,201,327,112,33,3,1,2,0
15825,201,327,113,30,5,2,1,0
15826,201,326,114,31,4,2,1,0
15827,201,326,114,31,4,2,1,0
15828,201,326,115,29,5,2,1,0
15829,201,326,114,31,4,2,1,0
15830,201,326,114,30,5,3,0,0
15831,201,326,114,30,5,3,0,0
15832,201,324,117,30,4,3,0,0
15833,201,326,114,30,5,3,0,0
15834,201,326,113,31,6,2,0,0
15835,201,325,114,32,5,2,0,0
15836,201,324,116,31,5,2,0,0
15837,201,325,115,30,6,2,0,0
15838,201,325,115,31,4,3,0,0
15839,201,325,114,33,3,3,0,0
15840,201,325,115,31,5,1,1,0
15841,201,328,109,34,5,1,1,0
15842,201,326,114,32,3,1,2,0
15843,201,324,117,30,4,3,0,0
15844,201,325,116,30,4,2,1,0
15845,201,326,113,32,4,3,0,0
15846,201,327,111,33,4,3,0,0
15847,201,326,114,31,4,2,1,0
15848,201,325,116,29,5,3,0,0
15849,201,326,114,31,4,2,1,0
15850,201,325,114,32,5,2,0,0
15851,201,325,114,32,5,2,0,0
15852,201,327,113,30,5,2,1,0
15853,201,327,112,30,7,2,0,0
15854,201,326,113,31,6,2,0,0
15855,201,326,112,34,3,3,0,0
15856,201,325,116,29,5,3,0,0
15857,201,323,120,27,5,3,0,0
15858,201,325,116,30,4,2,1,0
15859,201,325,114,32,5,2,0,0
15860,201,324,116,31,5,2,0,0
15861,201,324,116,31,5,2,0,0
15862,201,325,115,31,5,1,1,0
15863,201,326,113,33,3,2,1,0
15864,201,323,118,31,3,3,0,0
15865,201,323,119,28,6,2,0,0
15866,201,323,119,28,6,2,0,0
15867,201,324,116,31,5,2,0,0
15868,201,324,117,29,6,2,0,0
15869,201,325,115,31,4,3,0,0
15870,201,325,115,31,4,3,0,0
15871,201,325,115,31,5,1,1,0
15872,201,326,113,32,5,1,1,0
15873,201,326,113,32,5,1,1,0
15874,201,326,113,32,5,1,1,0
15875,201,326,113,32,5,1,1,0
15876,201,325,115,31,5,1,1,0
15877,201,325,114,32,5,2,0,0
15878,201,325,115,31,4,3,0,0
15879,201,325,114,33,3,3,0,0
15880,201,323,118,30,5,2,0,0
15881,201,324,117,29,6,2,0,0
15882,201,322,120,29,5,2,0,0
15883,201,326,114,31,4,2,1,0
15884,201,325,114,33,3,3,0,0
15885,201,326,113,32,4,3,0,0
15886,201,327,113,30,5,2,1,0
15887,201,326,114,31,4,2,1,0
15888,201,325,115,31,4,3,0,0
15889,201,324,116,31,5,2,0,0
15890,201,324,117,30,5,1,1,0
15891,201,323,117,32,4,2,0,0
15892,201,324,115,33,4,2,0,0
15893,201,324,116,31,5,2,0,0
15894,201,325,116,29,6,1,1,0
15895,201,325,116,29,6,1,1,0
15896,202,326,110,35,3,2,1,0
15897,202,324,113,34,4,1,1,0
15898,202,324,115,30,6,1,1,0
15899,202,324,113,34,4,1,1,0
15900,202,325,113,31,6,1,1,0
15901,202,322,119,28,6,1,1,0
15902,202,323,116,31,5,1,1,0
15903,202,322,117,31,5,2,0,0
15904,202,322,118,30,4,3,0,0
15905,202,323,116,31,4,3,0,0
15906,202,326,113,30,5,1,2,0
15907,202,325,114,29,7,1,1,0
15908,202,323,114,34,4,2,0,0
15909,202,324,114,32,5,1,1,0
15910,202,325,112,33,5,1,1,0
15911,202,323,115,33,4,1,1,0
15912,202,325,113,31,6,1,1,0
15913,202,324,113,34,4,1,1,0
15914,202,323,116,32,3,2,1,0
15915,202,322,117,32,4,1,1,0
15916,202,322,116,33,4,2,0,0
15917,202,326,111,32,6,1,1,0
15918,202,324,112,35,4,2,0,0
15919,202,324,114,33,3,2,1,0
15920,202,325,113,32,4,2,1,0
15921,202,324,115,31,4,2,1,0
15922,202,324,115,31,4,2,1,0
15923,202,321,119,31,3,3,0,0
15924,202,322,117,31,5,2,0,0
15925,202,324,114,32,5,1,1,0
15926,202,324,112,35,4,2,0,0
15927,202,323,115,32,5,2,0,0
15928,202,324,113,33,5,2,0,0
15929,202,323,116,31,4,3,0,0
15930,202,323,116,31,5,1,1,0
15931,202,324,113,34,4,1,1,0
15932,202,325,114,30,5,2,1,0
15933,202,322,116,33,4,2,0,0
15934,202,323,117,30,4,2,1,0
15935,202,323,115,33,3,3,0,0
15936,202,325,112,33,4,3,0,0
15937,202,325,113,31,5,3,0,0
15938,202,326,110,34,4,3,0,0
15939,202,326,110,34,4,3,0,0
15940,202,324,114,31,6,2,0,0
15941,202,324,112,35,4,2,0,0
15942,202,325,112,33,4,3,0,0
15943,202,326,109,35,5,2,0,0
15944,202,327,109,33,6,1,1,0
15945,202,327,110,33,4,1,2,0
15946,202,327,108,36,3,2,1,0
15947,202,328,107,35,4,2,1,0
15948,202,325,112,32,6,2,0,0
15949,202,323,115,32,5,2,0,0
15950,202,322,116,33,4,2,0,0
15951,202,322,117,31,5,2,0,0
15952,202,325,113,31,6,1,1,0
15953,202,323,116,31,5,1,1,0
15954,202,323,116,31,4,3,0,0
15955,202,321,119,30,5,2,0,0
15956,202,321,119,31,3,3,0,0
15957,202,324,115,31,4,2,1,0
15958,202,323,117,30,4,2,1,0
15959,202,324,115,31,4,2,1,0
15960,202,324,116,30,4,1,2,0
15961,202,323,117,30,4,2,1,0
15962,202,323,118,28,5,2,1,0
15963,202,323,117,29,5,3,0,0
15964,202,323,115,33,3,3,0,0
15965,202,324,114,33,3,2,1,0
15966,202,322,116,33,4,2,0,0
15967,202,322,117,32,3,3,0,0
15968,202,323,116,30,6,2,0,0
15969,202,324,114,32,5,1,1,0
15970,202,323,115,32,5,2,0,0
15971,202,324,115,30,6,1,1,0
15972,202,324,115,30,6,1,1,0
15973,202,323,116,31,5,1,1,0
15974,202,321,121,27,6,1,1,0
15975,202,323,116,31,5,1,1,0
15976,202,324,116,28,7,1,1,0
15977,202,324,116,28,7,1,1,0
15978,202,321,119,30,5,2,0,0
15979,202,320,120,31,4,2,0,0
15980,202,321,120,28,6,2,0,0
15981,202,322,119,27,7,2,0,0
15982,202,321,120,28,6,2,0,0
15983,202,321,119,30,5,2,0,0
15984,202,322,118,29,6,2,0,0
15985,202,324,115,30,6,1,1,0
15986,202,323,117,29,6,1,1,0
15987,202,323,116,31,5,1,1,0
15988,202,325,114,29,7,1,1,0
15989,202,324,116,28,7,1,1,0
15990,202,321,119,30,5,2,0,0
15991,202,323,117,28,7,2,0,0
15992,202,320,120,31,4,2,0,0
15993,202,322,118,29,6,2,0,0
15994,202,320,120,31,4,2,0,0
15995,202,322,117,32,4,1,1,0
15996,202,321,121,27,6,1,1,0
15997,202,320,121,29,5,2,0,0
15998,202,321,119,30,5,2,0,0
15999,202,322,118,29,6,2,0,0
16000,202,322,119,28,5,3,0,0
16001,202,324,115,30,6,1,1,0
16002,201,323,118,32,2,2,1,0
16003,202,322,118,30,4,3,0,0
16004,202,322,116,33,4,2,0,0
16005,202,322,116,33,4,2,0,0
16006,202,323,116,32,4,0,2,0
16007,202,323,115,32,6,0,1,0
16008,202,322,116,32,6,1,0,0
16009,202,321,119,31,4,1,1,0
16010,202,321,119,30,6,0,1,0
16011,202,323,117,28,8,0,1,0
16012,202,322,118,29,6,2,0,0
16013,202,322,119,27,7,2,0,0
16014,202,323,117,28,7,2,0,0
16015,202,324,115,29,7,2,0,0
16016,202,322,117,31,5,2,0,0
16017,202,323,118,29,4,1,2,0
16018,202,322,117,32,3,3,0,0
16019,202,322,118,30,4,3,0,0
16020,202,324,115,31,4,2,1,0
16021,202,322,118,30,5,1,1,0
16022,202,323,116,31,5,1,1,0
16023,202,322,118,30,5,1,1,0
16024,202,322,119,29,4,2,1,0
16025,202,323,117,30,4,2,1,0
16026,202,322,116,33,4,2,0,0
16027,202,324,114,31,6,2,0,0
16028,202,323,116,30,6,2,0,0
16029,202,324,114,32,4,3,0,0
16030,202,324,114,32,4,3,0,0
16031,202,324,114,31,6,2,0,0
16032,202,324,113,33,5,2,0,0
16033,202,324,113,33,5,2,0,0
16034,202,324,113,33,5,2,0,0
